Date,AE_0,AE_1,AE_2
2004-07-05,0.48014402,0.3681469,0.5543563
2004-07-06,0.4866152155,0.370326528,0.557476065
2004-07-07,0.48339420534883715,0.3857045434219269,0.5822266612292358
2004-07-08,0.4913220052821782,0.38880774243811883,0.5867726649678218
2004-07-09,0.4885355775400482,0.3840600628330817,0.579395265712241
2004-07-12,0.48600249628113407,0.3825271088314196,0.5772018683592072
2004-07-13,0.4821485543468854,0.37316429929851214,0.5618619805025475
2004-07-14,0.4867904593132176,0.3803825382382624,0.5731849907954374
2004-07-15,0.48460043706102957,0.3761287794259167,0.566480563972614
2004-07-16,0.48175291210463994,0.3788524854132293,0.571247607154306
2004-07-19,0.4790736688804046,0.3756441225929948,0.5662704676625785
2004-07-20,0.47449597335697924,0.3701938357929565,0.5575694576331062
2004-07-21,0.48187462294376576,0.3635336672575385,0.5457541492833935
2004-07-22,0.48090446571749706,0.36459940802076535,0.547754634883382
2004-07-23,0.482620045177569,0.36191531855453907,0.5431927806772707
2004-07-26,0.48563262754703906,0.36333723326736006,0.5454436156987019
2004-07-27,0.4807497393299486,0.3600119403716776,0.5402403553482079
2004-07-28,0.48059933180155634,0.3632731951603202,0.5457510006910756
2004-07-29,0.4772933078348375,0.3645178510191636,0.5481585221625732
2004-07-30,0.4779002475055253,0.3663092811982022,0.5511512376387505
2004-08-02,0.47733882503214126,0.3685183715324357,0.5548964801178922
2004-08-03,0.4795107370349343,0.37248169396616543,0.5612373322807764
2004-08-04,0.48051750066808485,0.3717247997132679,0.5599709187663404
2004-08-05,0.4887828360079722,0.3752251522503265,0.5650812826151382
2004-08-06,0.4946038993092212,0.38168492645831187,0.5749413724001887
2004-08-09,0.4913431824364393,0.3786038293128923,0.5702141246079621
2004-08-10,0.48305493561211443,0.37506114668142154,0.5650604700492599
2004-08-11,0.4793224892910366,0.36834390085346963,0.5540409759127908
2004-08-12,0.4855110738869191,0.3722741414241925,0.5601059158106352
2004-08-13,0.4843680253765509,0.37804454692233497,0.5695386649936514
2004-08-16,0.47721367298946266,0.375736538100985,0.5664205390036511
2004-08-17,0.4791043034974591,0.37707252203457986,0.5685776089951472
2004-08-18,0.47540629141518087,0.37448418310172865,0.564676534811831
2004-08-19,0.4755409923474408,0.3782402807585276,0.5708041266462854
2004-08-20,0.47378791586538155,0.37637260248663346,0.5679573206244526
2004-08-23,0.47770862484227433,0.37409572088114973,0.5639687191710449
2004-08-24,0.4752722275730943,0.36775337896803406,0.5534697008825403
2004-08-25,0.4724705648374756,0.3673548319941104,0.5531294019773039
2004-08-26,0.474345286810749,0.36770012036471456,0.5536503659275492
2004-08-27,0.47295436586738177,0.36443884067592225,0.5483158663317137
2004-08-30,0.4793886367901535,0.3708618349839857,0.558303232025393
2004-08-31,0.4799692243026017,0.37592572115155914,0.5665212410168312
2004-09-01,0.47886138535890593,0.37655757214447483,0.5677621373390558
2004-09-02,0.47355834464900703,0.3714552341190976,0.5597046967995037
2004-09-03,0.46757233976209533,0.3625456974443667,0.544928451698622
2004-09-06,0.4696343236355386,0.3646777322384487,0.5485009468407163
2004-09-07,0.46356736939263216,0.3598038702479538,0.5407844106985177
2004-09-08,0.47154786197896237,0.36468241015236497,0.5483717354440888
2004-09-09,0.4710564570691087,0.3652602393121307,0.549529980240706
2004-09-10,0.47124736961993785,0.36880631875601777,0.5554620806321555
2004-09-13,0.4728831157184045,0.3691857562481025,0.5560879157247312
2004-09-14,0.4718332547329909,0.3701584000611477,0.5578730507843002
2004-09-15,0.4762477745689187,0.369485438413529,0.5565004449089104
2004-09-16,0.47357247746830866,0.36915987047860466,0.5562322860133766
2004-09-17,0.4756507659279251,0.36908355461768766,0.5560031575954307
2004-09-20,0.47518622600479526,0.3688039337318275,0.5556195911628224
2004-09-21,0.47233839058961974,0.37344131938739267,0.5633797854809565
2004-09-22,0.4790702516511759,0.3763367741170851,0.5676279346649467
2004-09-23,0.48385627678353627,0.37976154170908455,0.5728330677270846
2004-09-24,0.47757440029354503,0.3738535283482115,0.5634748001818141
2004-09-27,0.48243894373008395,0.37914196691262525,0.5716578760268357
2004-09-28,0.47906316244199815,0.3764212167247257,0.5675340568203283
2004-09-29,0.4780674296883803,0.3769299062372978,0.5685409406532054
2004-09-30,0.4776506595518661,0.38133664766717473,0.5756839466988128
2004-10-01,0.4711331182572649,0.37597686922053575,0.5673466056214349
2004-10-04,0.47042907732764294,0.36837836681843217,0.5545893274675319
2004-10-05,0.4732493164442825,0.3746538237600386,0.5646201115491405
2004-10-06,0.47342697184678656,0.3756655915482598,0.566443493428533
2004-10-07,0.47927365536236066,0.3760599443764351,0.5667987313314561
2004-10-08,0.4798214693674716,0.3810274438855293,0.5747956410704194
2004-10-11,0.47843608858317244,0.3779564284582816,0.5699728122905673
2004-10-12,0.47779530486408495,0.3710332086979421,0.5584441948420051
2004-10-13,0.48133467279045633,0.3659568867287773,0.5497220719896464
2004-10-14,0.48661170325019876,0.3731194462337492,0.561003353820644
2004-10-15,0.48191781038473086,0.375164602058903,0.5648883451651985
2004-10-18,0.47928878968905886,0.37063445151544805,0.5576513988672762
2004-10-19,0.4843752289179024,0.3761436468581811,0.5662874862094907
2004-10-20,0.48452562368406377,0.38007449351025185,0.5727483079280502
2004-10-21,0.4794909823579306,0.37730716705673695,0.5687301514173351
2004-10-22,0.48133602576236484,0.377804342190357,0.5695425676099234
2004-10-25,0.48187447203437644,0.38234354946094756,0.5768417559541674
2004-10-26,0.47761796226967473,0.378898418403891,0.571612501770961
2004-10-27,0.47377835072361907,0.3751986475688741,0.5658779374776114
2004-10-28,0.4738850505971517,0.37330184610205697,0.5628379777909316
2004-10-29,0.47452358687718516,0.37568235054022775,0.5667546274366511
2004-11-01,0.47404501833874874,0.3717039684965336,0.5602212949664065
2004-11-02,0.4738708459089622,0.3683692977735056,0.5547232139194953
2004-11-03,0.46793908288937547,0.37117689096572926,0.5598560169531592
2004-11-04,0.46534918413683085,0.3736803799249224,0.564216115765355
2004-11-05,0.4650149015617051,0.37631521997635087,0.5685887675070758
2004-11-08,0.46987085951654206,0.37766393999647246,0.5704857279825879
2004-11-09,0.47097150870591675,0.37619278361935715,0.56804204287139
2004-11-10,0.46979505620469325,0.3739343029435564,0.5644429986846923
2004-11-11,0.46867473688755085,0.3729505824020438,0.5629520898233508
2004-11-12,0.4675182756291894,0.3748032892477754,0.5661023171447567
2004-11-15,0.4714399891680228,0.37695403666652144,0.5693355322232528
2004-11-16,0.47548579115171086,0.37779669182102843,0.5704390281865448
2004-11-17,0.47422930548414566,0.38000445149628914,0.5741235612541454
2004-11-18,0.47627316994638863,0.376471263943186,0.5681488901029531
2004-11-19,0.4795694299624895,0.37826360504787954,0.5708491282712571
2004-11-22,0.475025660871235,0.37590479685363615,0.5673402685800405
2004-11-23,0.4753422407132371,0.376504539244658,0.5683340742940427
2004-11-24,0.4715423696704553,0.3766903266549163,0.5689578789685117
2004-11-25,0.47313373882265614,0.37726391817269966,0.5697989300658725
2004-11-26,0.47502067176532486,0.3769199366865112,0.5691145791443211
2004-11-29,0.48092444053867944,0.3786548081990577,0.5714996611194599
2004-11-30,0.4825167549869456,0.37751594670778116,0.5695291772786258
2004-12-01,0.4766460849870468,0.3772888036699148,0.5696199632280018
2004-12-02,0.4795574513539602,0.3724592320920372,0.5613189426384635
2004-12-03,0.47597288747049327,0.37550889353063877,0.5665758857964686
2004-12-06,0.47708955338518577,0.37469289470671324,0.5651935665604539
2004-12-07,0.482237005497863,0.37249180839602,0.5611822326396757
2004-12-08,0.4803623681343491,0.3621950468680096,0.5435445721572316
2004-12-09,0.47834549029150597,0.3593194201644012,0.5389517772190199
2004-12-10,0.47711823023838823,0.35887920740719553,0.5384356068155126
2004-12-13,0.4753890883767287,0.36480311515180225,0.548391560122557
2004-12-14,0.4746719213990961,0.36371090694231417,0.5467456528274419
2004-12-15,0.474634772053804,0.3722624947714293,0.5605453650413523
2004-12-16,0.47678099895320375,0.3679531411764405,0.5533048623062528
2004-12-17,0.4789341591436053,0.3724282427808799,0.5605913418871878
2004-12-20,0.4796303756629697,0.37740006045722524,0.56869169790793
2004-12-21,0.4746716709968596,0.3737665585558268,0.5631973164699964
2004-12-22,0.47561003990653944,0.37070840972743635,0.5581727971117193
2004-12-23,0.4762646635599061,0.3750709588679706,0.5653151794551545
2004-12-24,0.4766290029126551,0.37516340271015897,0.5655801177360389
2004-12-27,0.48103882056494573,0.38008902767199965,0.5732329981477481
2004-12-28,0.4775317568258347,0.3780167390043456,0.5702206784844954
