Date,BBG_metals,BBG_agriculture,BBG_gold,BBG_silver,BBG_gas,CBOE_vix,CBOE_skew,ML_move_1M_volindex,ML_move_3M_volindex,RUSS3000_value,RUSS3000_growth,ISHARES_midcapetf,ISHARES_smallcapetf,US_EUR,US_GBP,US_AUS,US_CHF,US_YUAN,US_INDI,US_CAD
2004-07-02,153.642,116.763,109.514,143.27,127662.0,15.08,117.92,94.7,98.99,772.08,380.73,19.9767,14.9775,1.23005,1.8273,0.71395,0.8113,0.120785,2.18574,0.75517
2004-07-05,153.642,116.763,109.514,143.27,127662.0,0.0,117.92,94.7,98.99,772.08,380.73,19.9767,14.9775,1.22725,1.8281,0.71205,0.8081,0.120748,2.18341,0.75392
2004-07-06,154.327,116.572,107.965,142.458,133485.0,16.25,116.9,91.1,96.99,767.33,375.86,19.8867,14.77,1.22725,1.8399,0.71365,0.8086,0.120783,2.176749,0.75358
2004-07-07,157.466,117.555,110.634,145.917,132477.8,15.81,118.86,95.0,93.16,768.62,376.64,19.9167,14.8325,1.23625,1.8542,0.72325,0.81405,0.120748,2.182409,0.75652
2004-07-08,157.407,115.744,112.149,153.308,128681.6,16.2,114.23,94.4,94.36,761.82,372.73,19.85,14.715,1.24005,1.8579,0.72045,0.81705,0.120781,2.186509,0.75947
2004-07-09,158.599,115.278,112.071,154.266,127942.6,15.78,115.32,97.1,95.75,764.61,373.89,19.7433,14.6375,1.2389,1.8536,0.72205,0.8155,0.120781,2.191489,0.75844
2004-07-12,157.365,115.824,112.22,155.88,122151.4,14.96,119.97,97.5,97.89,766.84,373.22,19.7433,14.515,1.24065,1.8637,0.72735,0.81685,0.120782,2.189859,0.75873
2004-07-13,156.612,114.623,110.555,152.311,123044.4,14.46,121.25,103.8,102.95,767.04,373.54,19.8267,14.61,1.23235,1.8566,0.72475,0.8086,0.120782,2.182119,0.75832
2004-07-14,156.899,117.034,111.439,157.559,124681.2,13.76,115.3,102.2,103.03,766.4,371.4,19.8167,14.605,1.23895,1.8564,0.72385,0.814,0.120744,2.179119,0.75574
2004-07-15,157.207,115.497,111.116,158.78,121875.6,14.71,117.12,99.6,101.26,764.35,370.2,19.8833,14.5875,1.23715,1.8532,0.72255,0.81025,0.120744,2.16873,0.75546
2004-07-16,158.616,114.95,111.775,160.263,122582.6,14.34,120.52,99.7,99.43,762.62,366.96,19.9233,14.535,1.24455,1.873,0.73155,0.8162,0.120783,2.177939,0.76231
2004-07-19,157.625,115.59,111.514,157.302,121190.9,15.17,123.42,95.3,97.06,764.37,365.58,19.85,14.5625,1.24225,1.8709,0.7325,0.81345,0.120783,2.17089,0.76458
2004-07-20,156.643,115.28,110.508,157.594,121464.1,14.17,125.86,97.2,96.09,768.69,369.68,19.9866,14.745,1.23775,1.8538,0.72785,0.80795,0.120782,2.170659,0.76179
2004-07-21,155.084,112.054,109.202,152.785,123369.9,16.41,116.85,93.7,97.53,759.08,362.9,19.8833,14.4575,1.22245,1.836,0.71485,0.79635,0.120748,2.167319,0.75649
2004-07-22,155.972,110.213,108.66,153.22,128148.9,15.75,118.15,91.9,96.19,758.78,364.42,19.59,14.3,1.22715,1.8473,0.71515,0.8024,0.120785,2.16155,0.75919
2004-07-23,151.535,111.367,107.299,151.247,127967.6,16.5,117.91,90.5,95.09,754.15,359.16,19.44,14.245,1.21175,1.8329,0.70925,0.7914,0.120785,2.15899,0.75683
2004-07-26,152.092,110.207,107.311,148.88,123951.3,17.3,116.78,90.2,94.35,752.33,357.33,19.3833,13.9975,1.21515,1.8409,0.70915,0.79215,0.120785,2.16181,0.75069
2004-07-27,149.866,109.821,106.441,148.934,124493.6,16.55,117.8,94.8,97.49,759.39,361.73,19.48,14.2625,1.20675,1.8246,0.69975,0.7846,0.120748,2.164269,0.75007
2004-07-28,153.573,108.49,106.992,151.944,126979.3,16.15,118.95,98.1,99.35,760.61,360.68,19.5567,14.215,1.20395,1.8229,0.69895,0.78335,0.120783,2.161229,0.75216
2004-07-29,155.281,108.722,106.45,151.521,127770.0,15.68,119.0,97.1,100.13,764.83,363.22,19.7033,14.285,1.207,1.816,0.69865,0.7846,0.120783,2.155499,0.75466
2004-07-30,156.364,107.357,107.519,156.414,126369.1,15.32,116.13,97.2,100.09,765.14,364.3,19.7033,14.445,1.20395,1.8187,0.70265,0.78165,0.120781,2.156329,0.75086
2004-08-02,156.332,108.219,107.723,157.864,120202.2,15.37,119.69,99.3,100.9,768.93,365.45,19.76,14.5175,1.20355,1.8264,0.703,0.7826,0.12078,2.159969,0.75075
2004-08-03,156.058,108.808,108.301,159.42,120269.1,16.03,118.28,98.9,101.27,765.63,361.71,19.76,14.365,1.20625,1.823,0.70625,0.7832,0.12078,2.156329,0.75861
2004-08-04,154.681,108.025,107.814,160.667,117068.8,16.21,120.04,106.5,101.27,764.18,361.25,19.7267,14.34,1.20555,1.8244,0.70465,0.78415,0.12078,2.15862,0.75959
2004-08-05,153.299,109.162,107.845,160.983,118128.3,18.32,117.88,106.8,103.18,752.57,354.77,19.3933,14.1575,1.20465,1.8221,0.7036,0.7834,0.120744,2.158429,0.75878
2004-08-06,152.374,108.263,109.844,161.586,115568.6,19.34,117.55,103.1,102.6,742.29,348.23,19.1933,13.6825,1.22575,1.8441,0.71365,0.7978,0.120781,2.159829,0.7613
2004-08-09,149.993,108.62,110.103,160.705,117605.3,18.89,117.62,98.8,103.51,743.77,348.0,19.2167,13.6825,1.22565,1.8393,0.71535,0.79665,0.120781,2.15619,0.75873
2004-08-10,151.865,107.674,109.916,160.355,119235.0,17.47,119.62,96.5,103.51,752.66,353.48,19.4167,13.95,1.23145,1.8391,0.71265,0.79995,0.12078,2.15866,0.75735
2004-08-11,152.123,106.289,108.719,155.71,116684.0,18.04,121.73,89.7,96.24,751.6,351.67,19.3067,13.785,1.22045,1.8281,0.7141,0.79125,0.120744,2.16029,0.75472
2004-08-12,153.337,107.094,108.368,156.448,114616.7,19.08,117.65,93.3,97.36,742.57,347.3,19.27,13.725,1.22305,1.8218,0.71425,0.79475,0.120744,2.164029,0.75117
2004-08-13,156.165,106.674,109.629,158.068,115756.1,17.98,117.9,96.1,100.76,743.4,347.61,19.2066,13.63,1.23525,1.8426,0.71665,0.80625,0.120782,2.16202,0.7638
2004-08-16,156.518,106.617,110.736,160.746,113835.7,17.57,122.56,94.5,100.58,754.32,352.44,19.49,13.8875,1.23435,1.8403,0.71825,0.8049,0.120744,2.15308,0.76529
2004-08-17,155.662,108.7,111.15,160.586,113561.3,17.02,120.09,102.4,102.61,755.05,354.18,19.5733,13.9425,1.23295,1.8282,0.71625,0.80225,0.120785,2.15862,0.76523
2004-08-18,154.198,108.587,111.127,163.109,113938.1,16.23,119.5,106.7,105.58,764.03,359.58,19.7867,14.1275,1.22925,1.8226,0.71595,0.7996,0.120785,2.15838,0.76664
2004-08-19,156.774,109.806,111.87,162.736,117198.6,16.96,120.3,100.7,104.19,761.22,357.87,19.7533,14.1975,1.23585,1.8323,0.72525,0.8045,0.120782,2.16095,0.77116
2004-08-20,154.717,110.386,113.569,163.953,119417.5,16.0,120.67,100.9,104.19,767.94,360.7,19.83,14.365,1.23255,1.8213,0.72405,0.80045,0.120782,2.16319,0.77042
2004-08-23,152.225,113.005,112.845,161.006,116324.9,15.88,120.01,104.4,104.19,764.66,360.12,19.7733,14.3075,1.22075,1.8147,0.71315,0.7916,0.120782,2.163099,0.76458
2004-08-24,152.562,111.764,110.718,157.023,115548.2,15.33,119.79,103.4,105.04,766.1,359.92,19.8033,14.2875,1.21215,1.7958,0.70495,0.7874,0.120782,2.16006,0.76458
2004-08-25,151.867,111.095,112.089,157.932,113189.6,14.98,120.97,102.9,103.9,771.19,363.3,19.9,14.4275,1.20965,1.7994,0.70545,0.7858,0.120748,2.157499,0.76669
2004-08-26,151.827,110.572,111.984,159.506,111556.6,14.91,119.05,102.5,103.66,771.89,362.77,19.9566,14.39,1.2091,1.7947,0.70325,0.78515,0.120748,2.157499,0.76482
2004-08-27,152.095,109.311,110.841,157.376,110109.7,14.71,118.7,102.0,103.96,773.68,364.31,19.99,14.46,1.20365,1.7944,0.70395,0.781,0.120785,2.160569,0.76132
2004-08-30,152.337,111.672,112.113,160.245,109062.7,15.44,117.71,100.0,103.24,768.95,360.41,19.9566,14.355,1.2042,1.7944,0.69915,0.78175,0.120782,2.15834,0.75936
2004-08-31,152.575,113.517,112.774,161.796,106424.3,15.29,118.73,102.7,105.52,774.17,361.56,19.9967,14.365,1.2153,1.7992,0.70465,0.78865,0.120786,2.15889,0.76196
2004-09-01,152.883,115.025,112.341,162.231,103618.0,14.91,119.17,105.4,107.37,775.12,363.08,20.0633,14.5125,1.21705,1.7936,0.70245,0.79155,0.120785,2.15959,0.76476
2004-09-02,150.465,113.85,111.58,161.763,102300.8,14.28,122.2,106.9,106.92,782.72,367.49,20.2567,14.5675,1.21555,1.7894,0.69535,0.7922,0.120785,2.159499,0.76911
2004-09-03,148.781,111.421,110.081,156.544,102398.4,13.91,122.27,89.3,98.69,781.26,364.85,20.2666,14.6,1.20535,1.776,0.69145,0.7864,0.120785,2.16095,0.76917
2004-09-06,148.781,111.421,110.081,156.544,102398.4,0.0,122.27,89.3,98.69,781.26,364.85,20.2666,14.6,1.20775,1.7797,0.69195,0.7873,0.120748,2.16029,0.77006
2004-09-07,151.396,108.467,109.253,148.139,105022.9,14.07,122.16,84.9,99.84,788.19,366.99,20.41,14.7825,1.20775,1.7722,0.6948,0.787,0.120785,2.15866,0.77646
2004-09-08,150.21,108.726,109.805,147.599,102811.8,14.06,122.49,100.5,99.54,783.86,365.41,20.31,14.705,1.21275,1.783,0.69675,0.78865,0.120785,2.15955,0.77471
2004-09-09,150.45,108.681,109.536,147.036,104604.1,14.01,125.92,98.7,99.52,785.77,366.92,20.2633,14.8525,1.21665,1.7835,0.68825,0.7901,0.120783,2.16085,0.77664
2004-09-10,152.78,108.263,110.471,146.496,103342.6,14.01,128.33,96.6,98.0,787.92,369.72,20.2966,14.915,1.22965,1.8009,0.69525,0.7975,0.120785,2.163239,0.77471
2004-09-13,153.176,108.747,111.088,147.704,106299.2,13.17,120.47,91.7,98.0,788.45,371.32,20.3167,15.05,1.22445,1.7957,0.69685,0.79385,0.120748,2.166849,0.76823
2004-09-14,153.384,107.92,111.504,148.067,106639.3,13.56,127.52,92.2,96.2,788.74,372.34,20.29,14.965,1.22815,1.8001,0.7021,0.7957,0.120748,2.18388,0.77292
2004-09-15,153.757,108.195,111.317,149.737,103067.8,14.64,125.5,92.0,96.25,784.76,369.2,20.23,14.9075,1.21465,1.7761,0.69515,0.7872,0.120782,2.183359,0.77113
2004-09-16,154.99,106.927,111.24,150.172,101396.0,14.39,120.13,91.1,96.17,789.59,369.78,20.4,15.045,1.21385,1.7894,0.69865,0.7861,0.120785,2.18281,0.77501
2004-09-17,154.439,106.377,111.546,149.466,106449.0,14.03,117.16,93.7,97.4,792.33,371.12,20.4367,15.0425,1.21645,1.7908,0.69875,0.7865,0.120785,2.18186,0.77062
2004-09-20,157.797,105.285,111.398,149.296,107134.3,14.43,125.15,92.2,97.26,787.5,369.39,20.3367,15.0025,1.21475,1.783,0.70095,0.7842,0.120785,2.180409,0.77283
2004-09-21,160.866,106.371,112.251,151.514,115188.3,13.66,123.7,88.2,92.87,793.88,371.47,20.48,15.1325,1.22555,1.7924,0.70375,0.7931,0.120748,2.182449,0.77706
2004-09-22,163.919,106.422,111.955,151.569,116311.7,14.74,123.18,91.6,94.95,784.11,365.53,20.32,14.9075,1.22385,1.7925,0.70735,0.7914,0.120785,2.181979,0.77924
2004-09-23,164.149,106.027,112.946,153.835,115888.6,14.8,118.27,98.2,100.23,779.21,364.72,20.2267,14.895,1.22965,1.7992,0.71355,0.7947,0.120785,2.180449,0.78143
2004-09-24,163.248,104.313,112.158,152.772,113061.6,14.28,124.86,95.6,98.41,781.86,364.53,20.2933,14.9325,1.22675,1.8026,0.71415,0.7922,0.120785,2.1796,0.78499
2004-09-27,165.106,106.253,112.447,155.766,110543.1,14.62,122.5,93.4,97.54,777.51,361.55,20.13,14.7325,1.22985,1.8066,0.71385,0.7938,0.120785,2.177799,0.78623
2004-09-28,163.461,105.014,113.411,157.2,118376.4,13.83,121.25,92.3,98.44,782.9,363.57,20.1667,14.9225,1.23125,1.8117,0.71795,0.7936,0.120748,2.17202,0.78672
2004-09-29,166.725,105.33,113.553,159.229,128819.8,13.21,118.4,92.6,98.78,784.85,366.2,20.26,15.005,1.23145,1.7997,0.71685,0.7934,0.120785,2.175329,0.78703
2004-09-30,171.129,104.336,115.119,165.016,126663.8,13.34,117.56,92.9,99.02,785.99,366.06,20.4333,15.085,1.242,1.8094,0.72745,0.80085,0.120785,2.177079,0.79233
2004-10-01,169.779,103.997,115.344,165.143,126241.1,12.75,120.66,93.1,97.67,797.26,372.11,20.6533,15.365,1.23945,1.7961,0.72645,0.79995,0.120785,2.17841,0.79315
2004-10-04,169.594,102.619,113.827,160.932,125382.9,13.41,117.69,90.8,97.68,799.46,373.88,20.7633,15.4825,1.2261,1.7832,0.72185,0.78895,0.120785,2.18174,0.78604
2004-10-05,169.978,103.564,114.982,168.957,133573.6,13.95,118.8,87.4,97.68,799.25,373.27,20.7167,15.445,1.23065,1.7817,0.72395,0.7917,0.120785,2.181359,0.79315
2004-10-06,173.181,103.529,115.043,172.367,131361.1,13.28,117.45,96.3,97.68,805.53,375.35,20.8267,15.5875,1.23035,1.7797,0.72365,0.7915,0.120785,2.181259,0.79416
2004-10-07,173.467,103.056,114.911,171.709,135282.9,14.5,116.56,100.6,97.15,798.56,370.46,20.7,15.365,1.22855,1.7819,0.72765,0.791,0.120785,2.1816,0.79302
2004-10-08,177.491,103.226,116.286,173.572,133980.6,15.05,117.1,91.4,91.87,795.2,366.14,20.6566,15.165,1.24155,1.7943,0.73485,0.8007,0.120782,2.18436,0.79891
2004-10-11,175.908,103.997,116.001,172.574,131927.1,14.71,122.4,91.4,91.87,796.15,367.37,20.6266,15.1725,1.23805,1.7957,0.73295,0.79935,0.120744,2.183169,0.79748
2004-10-12,173.199,102.411,114.143,167.894,127301.8,15.05,119.6,92.5,93.53,795.22,366.3,20.6367,15.18,1.2308,1.787,0.72975,0.7929,0.120786,2.1816,0.79643
2004-10-13,157.198,102.281,113.601,164.213,128300.6,15.42,116.25,91.8,92.66,787.27,364.42,20.3867,15.0,1.22665,1.7877,0.72545,0.7938,0.120786,2.18279,0.79542
2004-10-14,156.621,102.901,114.949,167.91,128079.2,16.43,114.85,91.2,92.66,780.96,360.89,20.2633,14.9125,1.23935,1.7957,0.72845,0.80315,0.120748,2.18293,0.79573
2004-10-15,160.394,103.121,115.118,169.226,127948.8,15.04,116.72,90.6,90.88,785.64,361.98,20.3766,15.04,1.24815,1.8054,0.72915,0.8109,0.120786,2.182549,0.7984
2004-10-18,156.945,102.304,114.45,166.323,130013.3,14.71,116.43,86.9,89.11,787.33,365.16,20.3367,15.0675,1.25185,1.8007,0.72515,0.8133,0.120786,2.18174,0.7957
2004-10-19,158.996,103.331,115.551,171.282,132794.3,15.13,116.09,85.8,88.55,778.88,362.38,20.07,15.0025,1.25175,1.8043,0.72675,0.81355,0.120786,2.18341,0.79453
2004-10-20,158.43,103.527,116.434,175.028,136364.1,14.85,114.75,92.1,92.07,778.67,363.11,20.1033,15.0325,1.26045,1.8132,0.73465,0.81945,0.120786,2.184839,0.8027
2004-10-21,159.358,102.893,116.659,174.037,139873.5,14.54,115.52,86.5,91.9,780.79,365.04,20.26,15.1675,1.26075,1.8276,0.73685,0.8203,0.120748,2.18293,0.80438
2004-10-22,158.708,102.481,116.665,174.593,144126.3,15.28,114.41,85.8,90.67,775.4,360.23,20.1833,15.0,1.26315,1.8264,0.73935,0.8214,0.120786,2.18555,0.81047
2004-10-25,156.364,103.858,117.861,175.738,141842.6,16.58,114.19,88.4,90.3,776.27,359.57,20.2233,15.095,1.27755,1.8388,0.74725,0.8335,0.120786,2.190339,0.81873
2004-10-26,157.534,104.217,117.236,174.794,150161.5,16.39,114.31,91.9,91.72,787.71,364.17,20.5433,15.2875,1.27745,1.8374,0.74565,0.8331,0.120786,2.190439,0.81653
2004-10-27,158.802,104.079,116.694,171.517,143116.2,15.72,116.27,95.4,93.87,794.48,371.07,20.6767,15.475,1.27705,1.8372,0.7447,0.8334,0.120748,2.192499,0.81559
2004-10-28,156.745,103.795,116.837,171.288,141333.7,15.39,116.73,97.3,94.87,795.03,371.61,20.7233,15.445,1.27355,1.8298,0.74615,0.8336,0.120786,2.19582,0.81773
2004-10-29,163.93,102.492,117.748,173.988,142342.2,16.27,116.04,96.4,94.87,797.51,371.83,20.7167,15.4275,1.27205,1.8324,0.74865,0.8323,0.120786,2.201289,0.82136
2004-11-01,161.372,100.73,117.437,174.61,142531.1,16.27,116.74,96.8,93.23,798.99,371.66,20.8167,15.515,1.2745,1.8332,0.74655,0.8318,0.120786,2.20303,0.81786
2004-11-02,161.157,101.112,115.414,167.235,140262.9,16.18,114.08,98.5,92.75,797.47,372.09,20.81,15.5,1.26995,1.8376,0.7474,0.82825,0.120786,2.19829,0.81639
2004-11-03,162.35,100.461,116.682,170.532,142622.4,14.04,118.26,105.4,91.78,807.28,376.4,21.0166,15.7025,1.28005,1.8479,0.75575,0.83625,0.120786,2.20673,0.82802
2004-11-04,165.248,100.41,118.17,175.901,135043.1,13.97,117.47,102.8,90.01,822.04,380.92,21.42,15.9525,1.28825,1.8425,0.75745,0.84295,0.120786,2.21651,0.82871
2004-11-05,166.652,101.309,119.136,178.818,129435.6,13.84,116.36,92.7,88.52,823.05,383.34,21.4267,16.02,1.29115,1.8484,0.76305,0.8444,0.120786,2.216559,0.83521
2004-11-08,164.809,102.533,118.914,178.428,122931.1,13.8,111.51,91.2,90.49,821.85,382.83,21.4367,15.945,1.29505,1.8574,0.75765,0.8479,0.120748,2.21729,0.83752
2004-11-09,165.221,102.544,119.699,179.589,120615.8,13.61,113.33,89.0,90.49,821.98,382.81,21.4733,16.045,1.29135,1.8566,0.7609,0.84595,0.120748,2.21631,0.83319
2004-11-10,164.421,102.976,119.257,176.868,125859.6,13.08,111.03,86.8,88.24,823.33,381.97,21.55,16.1325,1.29165,1.8459,0.75945,0.84765,0.120748,2.21616,0.8364
2004-11-11,165.096,102.832,119.51,178.23,120599.1,13.04,109.39,86.8,88.24,830.4,385.77,21.7233,16.2875,1.2895,1.8421,0.76425,0.8493,0.120748,2.21484,0.83598
2004-11-12,168.397,102.75,120.309,181.675,119421.9,13.33,111.91,85.9,88.24,838.8,389.19,21.9333,16.405,1.29325,1.8499,0.76955,0.8494,0.120786,2.21843,0.83766
2004-11-15,167.362,105.915,120.056,180.545,122190.3,13.38,111.26,86.7,87.63,837.0,390.35,21.9233,16.4375,1.29405,1.8495,0.77305,0.84845,0.120786,2.220739,0.83312
2004-11-16,165.945,105.521,120.937,181.029,117793.8,13.21,110.01,86.8,90.04,831.73,387.36,21.83,16.3175,1.29775,1.8532,0.77265,0.8513,0.120748,2.221479,0.83724
2004-11-17,168.899,106.433,122.201,182.793,120792.1,13.21,109.56,86.2,88.71,836.4,389.61,22.0166,16.48,1.30245,1.8561,0.78215,0.85795,0.120786,2.222269,0.83759
2004-11-18,169.969,106.46,121.635,180.15,116212.8,12.98,110.42,86.0,88.09,837.27,389.9,21.86,16.4425,1.29885,1.8511,0.77805,0.8556,0.120786,2.22059,0.82898
2004-11-19,168.699,105.202,122.762,181.345,118330.6,13.5,111.59,87.6,88.51,829.76,384.36,21.6967,16.2625,1.30585,1.8583,0.78345,0.8627,0.120748,2.220989,0.83745
2004-11-22,167.523,105.388,123.33,180.713,114538.9,12.97,111.41,86.0,89.3,835.95,386.5,21.8667,16.505,1.30425,1.8576,0.78215,0.86015,0.120786,2.22133,0.84296
2004-11-23,168.75,105.66,123.064,180.345,115776.2,12.67,108.42,85.7,88.55,837.59,386.26,21.93,16.545,1.30885,1.8709,0.78615,0.8637,0.120786,2.220099,0.84296
2004-11-24,172.067,105.116,123.427,181.73,131248.4,12.72,114.51,83.2,88.58,841.27,388.22,22.1333,16.715,1.31595,1.8805,0.7874,0.86965,0.120786,2.22114,0.84875
2004-11-25,172.067,105.116,123.427,181.73,131248.4,0.0,114.51,83.2,88.58,841.27,388.22,22.1333,16.715,1.32395,1.8888,0.79115,0.8763,0.120748,2.220989,0.84969
2004-11-26,172.067,105.116,123.427,181.73,131248.4,12.79,111.53,84.9,88.58,842.68,388.35,22.1333,16.745,1.326,1.8936,0.79075,0.87555,0.120748,2.223949,0.84918
2004-11-29,172.929,104.627,124.639,185.53,119103.3,13.3,111.27,90.6,91.63,840.26,387.73,22.11,16.775,1.32855,1.8941,0.78345,0.87665,0.120786,2.235889,0.8436
2004-11-30,172.276,104.699,123.936,184.403,115812.8,13.24,108.85,89.6,92.75,838.54,385.71,22.0567,16.79,1.32905,1.9119,0.77205,0.8788,0.120786,2.245629,0.84211
2004-12-01,172.274,104.359,124.682,191.599,112673.8,12.97,111.46,88.2,92.34,848.47,392.87,22.2867,17.0225,1.33055,1.9283,0.77685,0.8739,0.120748,2.25836,0.84467
2004-12-02,166.982,103.69,123.705,188.765,103530.5,12.98,111.76,91.2,94.16,844.56,393.95,22.1467,16.9275,1.32695,1.9243,0.7742,0.86735,0.120786,2.268189,0.8364
2004-12-03,167.749,104.687,125.217,190.745,103308.9,12.96,114.02,78.1,88.57,844.96,394.46,22.1933,16.9675,1.33705,1.9372,0.78185,0.8761,0.120786,2.268089,0.84016
2004-12-06,167.769,105.076,124.72,188.883,105258.4,13.19,113.07,72.3,84.36,844.58,393.79,22.2,16.8625,1.34265,1.9407,0.77285,0.87805,0.120786,2.29721,0.83368
2004-12-07,166.804,103.532,124.126,187.044,100673.2,13.67,110.52,66.8,84.77,834.79,388.9,21.9233,16.53,1.34275,1.942,0.77445,0.8778,0.120748,2.287809,0.8272
2004-12-08,163.01,103.802,120.03,169.502,101620.1,13.19,109.73,82.0,86.07,837.99,391.27,21.9333,16.6425,1.3267,1.9271,0.75805,0.86405,0.120748,2.280499,0.82237
2004-12-09,162.33,103.504,119.627,161.328,104730.6,12.88,111.0,83.0,86.07,841.79,393.16,22.0466,16.5875,1.32575,1.9164,0.7547,0.8654,0.120748,2.264489,0.81786
2004-12-10,162.72,103.152,119.114,159.985,104105.4,12.76,113.86,83.0,85.84,843.19,392.4,22.11,16.635,1.32225,1.9136,0.75165,0.86135,0.120786,2.241899,0.81603
2004-12-13,166.03,103.682,120.504,162.079,109139.4,12.54,115.55,82.2,86.46,851.76,395.07,22.2433,16.8275,1.32975,1.9207,0.75895,0.8664,0.120786,2.263209,0.81473
2004-12-14,165.518,103.769,119.691,160.309,111026.6,12.73,117.0,80.2,86.23,854.43,397.37,22.3433,16.925,1.32835,1.9232,0.75675,0.86555,0.120748,2.27133,0.80841
2004-12-15,168.683,104.885,121.039,163.285,109784.7,12.35,117.3,82.3,87.45,857.99,398.16,22.4967,17.0125,1.34215,1.9441,0.76365,0.8773,0.120748,2.28311,0.81673
2004-12-16,169.573,104.271,119.952,159.664,106075.3,12.27,120.27,86.3,90.02,854.52,397.38,22.43,16.9475,1.32865,1.9339,0.7568,0.86515,0.120786,2.28274,0.81024
2004-12-17,170.74,105.673,121.246,161.478,111949.8,11.95,117.95,86.4,90.59,850.92,394.23,22.4033,16.8925,1.3254,1.9356,0.7641,0.862,0.120786,2.276609,0.81367
2004-12-20,174.231,106.976,121.46,162.979,105063.8,11.83,116.96,81.6,86.31,852.92,392.53,22.3933,16.7925,1.34075,1.9492,0.76365,0.87255,0.120786,2.27905,0.8142
2004-12-21,176.215,106.35,121.275,164.461,103324.4,11.55,119.41,80.5,86.05,860.68,396.32,22.6,16.9975,1.33645,1.926,0.76485,0.867,0.120786,2.285509,0.81347
2004-12-22,175.24,105.673,120.872,162.287,102563.1,11.45,116.1,81.1,86.23,862.66,398.27,22.7,17.0775,1.3386,1.9127,0.76365,0.86765,0.120786,2.28165,0.80632
2004-12-23,176.181,106.574,121.29,164.196,101350.1,11.23,117.81,80.7,87.41,863.42,398.37,22.66,17.1075,1.35025,1.9192,0.76665,0.8746,0.120786,2.28817,0.81136
2004-12-24,176.181,106.574,121.29,164.196,101350.1,0.0,117.81,80.7,87.41,863.42,398.37,22.66,17.1075,1.35375,1.9264,0.76885,0.8758,0.120748,2.28702,0.81268
2004-12-27,176.991,106.984,122.223,166.373,94104.19,12.14,115.03,82.6,87.41,858.78,396.94,22.4133,16.89,1.3622,1.9264,0.77755,0.88105,0.120786,2.283839,0.82048
2004-12-28,177.612,106.962,121.984,167.642,95751.25,12.0,114.27,85.8,87.41,865.02,400.65,22.6033,17.13,1.36025,1.9264,0.77875,0.8804,0.120786,2.288699,0.82217
2004-12-29,179.97,106.794,119.718,162.166,97052.13,11.62,115.17,85.1,87.41,864.3,400.93,22.6333,17.11,1.35855,1.9157,0.77405,0.88035,0.120748,2.287809,0.82556
2004-12-30,181.048,106.556,120.109,162.413,93293.5,12.56,116.67,86.6,87.41,864.59,401.12,22.69,17.1325,1.363,1.9214,0.77965,0.88235,0.120748,2.288329,0.83043
2004-12-31,181.048,106.556,120.109,162.413,93293.5,13.29,116.01,86.6,89.85,863.88,400.41,22.7233,17.08,1.35925,1.9199,0.78215,0.8794,0.120786,2.301649,0.83222
2005-01-03,182.041,105.333,117.755,154.615,88106.06,14.08,118.38,83.9,92.07,854.85,396.85,22.39,16.79,1.3461,1.9199,0.7776,0.8711,0.120786,2.2998,0.82781
2005-01-04,167.217,104.108,117.626,153.317,89678.25,13.98,116.03,83.3,91.14,844.98,391.07,22.1467,16.5425,1.32925,1.8833,0.76625,0.85715,0.120748,2.298849,0.81793
2005-01-05,170.514,104.063,117.113,155.299,88870.44,14.09,114.72,93.2,89.81,839.78,389.1,21.87,16.2475,1.32765,1.8881,0.76445,0.8563,0.120786,2.287959,0.81599
2005-01-06,169.952,105.072,115.558,153.408,92130.19,13.58,114.15,92.4,89.49,843.64,389.97,21.94,16.3375,1.3172,1.8754,0.76035,0.8504,0.120748,2.2792,0.80932
2005-01-07,171.113,104.725,114.989,153.252,91427.94,13.49,114.95,92.4,89.49,840.41,389.9,21.8933,16.27,1.30475,1.868,0.75745,0.8423,0.120786,2.28264,0.81136
2005-01-10,170.605,104.524,115.066,153.328,93901.25,13.23,116.92,79.0,82.65,843.06,392.01,21.9467,16.2825,1.30955,1.8748,0.75905,0.8467,0.120748,2.281799,0.8178
2005-01-11,173.308,103.989,115.812,157.807,92566.13,13.19,115.29,77.8,82.0,837.56,389.4,21.8667,16.16,1.31505,1.877,0.76235,0.8497,0.120748,2.292259,0.82034
2005-01-12,173.484,103.521,116.967,160.314,90462.19,12.56,110.89,76.9,81.06,840.21,391.08,21.8567,16.215,1.32855,1.8932,0.7675,0.8596,0.120748,2.294889,0.83222
2005-01-13,171.987,104.124,116.566,160.372,97928.69,12.84,112.57,75.8,81.06,835.94,387.1,21.8633,16.12,1.32025,1.8806,0.76575,0.8531,0.120786,2.29727,0.83146
2005-01-14,172.545,102.26,116.0,156.816,96955.31,12.43,117.02,76.6,80.58,841.6,389.71,22.01,16.315,1.30945,1.8684,0.75875,0.84555,0.120748,2.293579,0.82163
2005-01-17,172.545,102.26,116.0,156.816,96955.31,0.0,117.02,76.6,80.58,841.6,389.71,22.01,16.315,1.30835,1.8593,0.75805,0.8466,0.120748,2.293579,0.82028
2005-01-18,173.083,102.334,116.167,158.283,92850.25,12.47,117.55,76.5,80.56,851.2,392.81,22.2267,16.515,1.30235,1.8669,0.75545,0.84315,0.120748,2.293579,0.81649
2005-01-19,173.862,103.144,116.093,157.58,95404.56,13.18,115.4,76.0,80.56,843.84,388.59,22.1167,16.3025,1.30335,1.8769,0.75935,0.8455,0.120786,2.29095,0.8148
